"Sector","Major Head","Cat1","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEGS","MH 4075","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Goa","0.00","0.00","3.05","2.00","10.00","55.00","80.00","66.00","76.00","107.00","130.00","151.51"
"CEGS","MH 4075","B","G","Gujarat","3.00","9.81","2.65","4.71","4.51","4.67","4.80","4.91","4.20","2.54","3.35","3.08"
"CEGS","MH 4075","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","2.62","8.03","4.31","5.20","4.92","17.06","25.81","14.96"
"CEGS","MH 4075","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.50","0.00","0.02","0.00"
"CEGS","MH 4075","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.77","0.00"
"CEGS","MH 4075","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","A","U","A Union Govt","11854.85","12384.05","16206.91","14952.85","16862.61","31993.80","32337.87","33828.25","37461.74","40918.48","51112.37","62056.00"
"CEGS","MH 4076","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4076","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4202","A","U","A Union Govt","42.39","41.86","44.03","45.86","51.16","65.08","58.84","52.55","57.31","82.26","166.97","135.91"
"CESS","MH 4202","B","UT","A UT Puducherry","8.99","6.53","6.61","14.69","12.09","16.82","38.69","18.31","18.59","21.87","16.55","21.63"
"CESS","MH 4202","B","G","Andhra Pradesh","8.25","1.49","76.84","1.44","2.07","5.79","32.96","77.88","126.24","79.19","42.35","53.64"
"CESS","MH 4202","B","S","Arunachal Pradesh","4.84","10.46","18.34","11.44","15.78","19.58","24.34","48.49","35.22","77.81","31.39","113.87"
"CESS","MH 4202","B","S","Assam","10.60","2.36","1.11","0.96","1.30","1.03","3.22","1.75","1.18","1.47","1.22","0.09"
"CESS","MH 4202","B","G","Bihar","0.39","18.78","23.57","46.69","54.16","17.59","29.14","106.44","57.27","176.51","333.96","143.75"
"CESS","MH 4202","B","G","Chattisgarh","0.00","0.60","2.05","6.22","37.02","53.28","77.26","133.85","213.28","228.72","186.03","303.17"
"CESS","MH 4202","B","UT","D NCT Delhi","56.10","72.08","103.10","84.26","113.37","116.36","78.42","146.89","254.37","373.59","423.24","307.80"
"CESS","MH 4202","B","G","Goa","7.27","7.04","9.64","8.72","11.72","17.87","16.47","28.94","39.11","52.91","68.97","86.04"
"CESS","MH 4202","B","G","Gujarat","19.06","12.41","5.40","10.39","9.24","11.83","147.27","259.65","289.63","248.93","361.90","424.61"
"CESS","MH 4202","B","G","Haryana","15.71","3.85","3.51","7.83","4.81","6.10","23.00","37.98","84.62","90.54","113.71","75.68"
"CESS","MH 4202","B","S","Himachal Pradesh","16.03","24.81","41.19","19.95","36.63","47.85","40.89","99.25","152.19","301.20","214.69","200.25"
"CESS","MH 4202","B","S","Jammu and Kashmir","21.33","31.74","47.10","48.01","79.05","93.06","117.43","142.81","155.29","224.66","286.63","512.59"
"CESS","MH 4202","B","G","Jharkhand","0.00","1.40","4.58","3.33","5.43","34.36","171.28","196.72","223.52","360.23","98.24","54.20"
"CESS","MH 4202","B","G","Karnataka","14.25","6.14","4.47","6.71","5.31","4.92","52.67","54.98","120.77","199.32","215.70","422.31"
"CESS","MH 4202","B","G","Kerala","16.16","15.29","18.81","18.65","14.69","25.89","40.70","36.28","34.23","31.07","49.48","85.59"
"CESS","MH 4202","B","G","Madhya Pradesh","36.28","12.66","15.82","16.56","20.43","23.58","42.02","67.87","146.27","246.54","230.12","271.16"
"CESS","MH 4202","B","G","Maharastra","26.27","11.83","5.93","4.31","8.68","5.89","12.30","112.46","149.82","387.10","176.83","139.90"
"CESS","MH 4202","B","S","Manipur","4.08","11.36","1.54","2.03","14.19","70.64","10.43","47.34","119.98","110.64","109.30","82.40"
"CESS","MH 4202","B","S","Meghalaya","1.86","1.53","1.23","1.55","1.26","1.82","0.70","2.02","5.69","4.69","2.58","8.92"
"CESS","MH 4202","B","S","Mizoram","0.94","1.73","2.81","5.48","7.50","12.89","13.21","16.45","5.44","6.90","38.36","29.95"
"CESS","MH 4202","B","S","Nagaland","5.68","10.06","11.23","9.72","10.26","11.78","18.97","44.19","27.02","45.45","49.95","86.29"
"CESS","MH 4202","B","G","Orissa","8.70","18.90","22.31","19.65","17.69","2.01","2.28","4.25","5.79","3.35","13.11","187.63"
"CESS","MH 4202","B","G","Punjab","7.62","0.28","0.64","0.92","0.43","16.14","18.67","17.71","53.79","183.55","176.28","253.48"
"CESS","MH 4202","B","G","Rajasthan","20.85","43.47","24.54","19.32","20.20","24.64","42.42","55.51","71.29","56.49","66.55","54.53"
"CESS","MH 4202","B","S","Sikkim","3.40","20.31","30.97","27.17","31.48","29.47","24.95","25.24","19.72","29.52","27.48","39.43"
"CESS","MH 4202","B","G","Tamil Nadu","62.10","13.67","6.93","13.59","79.07","99.38","260.52","178.94","222.25","99.77","361.58","358.47"
"CESS","MH 4202","B","S","Tripura","0.77","4.65","33.93","24.58","24.38","92.67","43.15","24.73","56.62","74.94","117.92","111.95"
"CESS","MH 4202","B","G","Uttar Pradesh","21.50","53.19","45.72","70.23","61.19","106.62","322.12","297.33","652.74","887.25","526.67","710.04"
"CESS","MH 4202","B","S","Uttarakhand","0.00","0.00","13.27","23.52","59.82","45.01","64.03","129.11","171.16","151.99","53.05","121.37"
"CESS","MH 4202","B","G","West Bengal","22.36","17.33","9.04","4.91","3.41","6.42","8.61","10.32","31.25","58.82","71.63","75.33"
"CESS","MH 4210","A","U","A Union Govt","80.06","9.22","49.16","58.08","116.16","65.18","111.92","125.81","-50.68","634.71","583.74","946.73"
"CESS","MH 4210","B","UT","A UT Puducherry","1.16","1.10","0.54","2.15","3.59","8.30","10.51","13.25","14.08","17.50","4.16","9.54"
"CESS","MH 4210","B","G","Andhra Pradesh","60.25","47.94","53.31","33.47","8.23","15.10","5.49","6.62","43.03","29.52","39.85","17.43"
"CESS","MH 4210","B","S","Arunachal Pradesh","2.46","6.27","5.90","4.09","8.77","16.93","5.10","30.25","13.79","11.89","7.19","32.60"
"CESS","MH 4210","B","S","Assam","2.68","9.13","15.23","6.14","20.48","12.38","11.81","3.65","3.86","2.43","4.57","5.42"
"CESS","MH 4210","B","G","Bihar","1.36","0.00","2.72","13.34","4.78","21.94","137.91","168.13","245.55","97.21","120.52","164.98"
"CESS","MH 4210","B","G","Chattisgarh","0.00","2.05","12.41","19.62","33.71","38.62","38.48","75.63","82.76","113.94","96.62","97.88"
"CESS","MH 4210","B","UT","D NCT Delhi","64.46","88.23","84.32","118.97","128.74","149.45","129.31","149.68","161.29","174.06","155.76","164.18"
"CESS","MH 4210","B","G","Goa","5.34","3.98","3.49","4.56","6.93","7.09","15.17","9.90","14.02","20.38","20.70","15.80"
"CESS","MH 4210","B","G","Gujarat","38.04","25.17","13.29","16.68","8.54","26.49","26.47","54.65","89.19","172.59","289.60","508.54"
"CESS","MH 4210","B","G","Haryana","9.41","7.04","7.46","8.38","9.00","11.40","17.82","21.25","50.60","44.14","74.59","18.51"
"CESS","MH 4210","B","S","Himachal Pradesh","27.14","36.64","18.41","19.80","50.36","61.07","48.41","43.60","32.85","79.72","69.48","66.25"
"CESS","MH 4210","B","S","Jammu and Kashmir","47.44","21.56","43.13","40.09","44.30","66.29","87.11","184.03","205.81","164.94","289.00","306.15"
"CESS","MH 4210","B","G","Jharkhand","0.00","0.00","21.66","2.83","15.78","38.42","59.25","53.03","133.54","215.77","84.87","142.68"
"CESS","MH 4210","B","G","Karnataka","94.17","71.61","79.03","43.61","25.13","7.97","7.69","142.95","354.24","300.65","320.97","436.86"
"CESS","MH 4210","B","G","Kerala","21.67","16.30","26.59","44.37","21.53","29.37","57.04","29.86","46.65","44.56","62.65","98.80"
"CESS","MH 4210","B","G","Madhya Pradesh","42.68","26.49","19.26","16.66","37.53","41.93","63.54","134.35","110.75","68.10","78.56","114.87"
"CESS","MH 4210","B","G","Maharastra","38.44","38.91","50.93","96.08","157.16","93.64","90.50","76.23","88.12","340.00","215.59","182.55"
"CESS","MH 4210","B","S","Manipur","0.08","0.25","3.01","2.68","4.59","6.07","4.55","29.20","61.65","47.71","80.00","94.96"
"CESS","MH 4210","B","S","Meghalaya","11.42","9.92","10.29","11.89","14.22","14.39","16.98","18.01","36.08","20.27","21.60","20.04"
"CESS","MH 4210","B","S","Mizoram","5.22","10.09","10.56","3.80","9.42","6.38","2.54","0.66","0.19","4.11","0.00","0.05"
"CESS","MH 4210","B","S","Nagaland","20.83","12.94","2.25","8.29","11.88","41.94","11.63","12.11","32.54","14.01","19.45","39.47"
"CESS","MH 4210","B","G","Orissa","5.85","25.83","28.12","37.82","41.14","3.45","16.38","32.71","20.38","14.91","24.61","28.58"
"CESS","MH 4210","B","G","Punjab","7.16","2.55","0.13","0.13","1.60","5.60","2.96","9.64","4.82","24.06","10.83","40.21"
"CESS","MH 4210","B","G","Rajasthan","19.50","17.52","12.63","14.03","19.20","29.59","65.64","67.33","95.68","24.09","27.73","36.13"
"CESS","MH 4210","B","S","Sikkim","1.69","2.99","4.40","3.33","3.85","3.41","7.94","1.92","2.50","6.57","3.43","31.83"
"CESS","MH 4210","B","G","Tamil Nadu","63.97","26.89","35.22","48.34","65.93","47.79","244.98","101.57","74.16","124.09","353.17","324.72"
"CESS","MH 4210","B","S","Tripura","5.07","3.39","7.32","11.94","4.61","10.54","56.12","55.27","72.71","76.78","68.20","45.59"
"CESS","MH 4210","B","G","Uttar Pradesh","63.11","49.31","20.40","14.26","142.72","217.64","471.82","1481.67","1074.02","1230.46","1263.75","1032.22"
"CESS","MH 4210","B","S","Uttarakhand","0.00","0.00","8.97","24.52","35.07","50.52","73.40","129.48","139.88","75.59","38.03","67.75"
"CESS","MH 4210","B","G","West Bengal","82.66","129.38","90.43","41.53","48.75","63.60","79.54","67.07","112.99","153.61","212.64","187.17"
"CESS","MH 4211","A","U","A Union Govt","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.59","0.00"
"CESS","MH 4211","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.10","0.30","0.15","0.13","0.59","0.25","0.25"
"CESS","MH 4211","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Assam","0.41","0.20","0.08","0.02","0.03","0.03","0.01","0.05","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Bihar","0.00","0.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.31","-0.02","0.00"
"CESS","MH 4211","B","G","Gujarat","0.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.50"
"CESS","MH 4211","B","G","Haryana","0.61","0.32","0.05","0.05","0.00","0.01","0.02","-0.02","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Jammu and Kashmir","0.00","0.00","0.14","0.01","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Karnataka","14.04","30.15","20.49","6.86","11.64","0.33","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Kerala","1.36","0.49","0.14","1.39","1.15","0.91","1.03","0.23","0.18","0.18","0.01","0.00"
"CESS","MH 4211","B","G","Madhya Pradesh","1.48","3.11","2.01","1.64","0.87","0.73","0.81","0.74","0.31","0.10","0.00","0.00"
"CESS","MH 4211","B","G","Maharastra","0.01","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Manipur","0.00","0.00","0.00","0.00","2.98","0.00","0.00","-0.34","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.10","0.12","0.25","0.05","0.00","0.00","0.00","0.06"
"CESS","MH 4211","B","S","Mizoram","0.00","0.00","0.00","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Rajasthan","2.92","7.87","11.23","0.02","0.00","0.00","0.00","0.00","0.00","-0.00","0.00","0.00"
"CESS","MH 4211","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Tamil Nadu","3.56","-0.00","0.05","0.04","-0.02","0.00","1.26","16.97","21.64","69.13","101.15","0.91"
"CESS","MH 4211","B","S","Tripura","2.19","0.16","0.04","0.02","1.70","0.96","0.00","0.23","0.20","0.00","0.00","0.00"
"CESS","MH 4211","B","G","Uttar Pradesh","0.00","-0.45","0.00","0.00","0.00","0.00","0.00","0.00","0.80","0.00","0.00","0.00"
"CESS","MH 4211","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.79","17.23","2.28","3.83","5.08"
"CESS","MH 4211","B","G","West Bengal","0.04","0.00","0.00","0.00","-0.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4215","A","U","A Union Govt","40.98","43.85","39.39","40.52","22.37","18.10","19.72","62.43","71.92","84.31","97.73","62.67"
"CESS","MH 4215","B","UT","A UT Puducherry","9.41","11.67","12.58","19.26","23.69","30.49","37.63","35.94","22.50","28.92","49.31","65.57"
"CESS","MH 4215","B","G","Andhra Pradesh","2.36","188.15","308.67","613.82","344.98","511.32","2.06","1.19","1.37","1.81","292.11","222.06"
"CESS","MH 4215","B","S","Arunachal Pradesh","8.75","9.50","4.14","4.00","4.00","19.04","17.06","18.22","18.50","8.00","31.29","83.77"
"CESS","MH 4215","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","128.99","197.69","422.50","237.15","135.84"
"CESS","MH 4215","B","G","Bihar","41.53","26.99","13.65","71.40","73.21","68.43","121.01","248.27","333.32","182.23","448.05","626.77"
"CESS","MH 4215","B","G","Chattisgarh","0.00","0.02","0.19","0.16","1.54","2.14","10.25","17.71","29.24","27.06","17.43","7.85"
"CESS","MH 4215","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4215","B","G","Goa","22.52","59.87","32.32","39.19","64.52","63.44","59.80","78.53","84.46","109.48","111.23","94.26"
"CESS","MH 4215","B","G","Gujarat","476.83","916.30","194.95","372.22","390.62","697.00","660.02","890.46","928.86","1101.27","729.00","1106.25"
"CESS","MH 4215","B","G","Haryana","132.02","125.94","173.88","192.76","264.78","253.02","374.38","564.27","683.68","826.93","741.90","698.16"
"CESS","MH 4215","B","S","Himachal Pradesh","115.42","121.66","151.89","152.07","163.67","161.21","194.05","356.69","309.04","351.07","284.22","304.43"
"CESS","MH 4215","B","S","Jammu and Kashmir","103.01","167.59","175.48","173.48","282.00","286.31","344.31","411.06","292.70","506.04","505.00","185.14"
"CESS","MH 4215","B","G","Jharkhand","0.00","0.06","59.56","121.69","66.79","118.86","189.50","147.28","260.56","325.42","274.96","267.25"
